stop_point_id,lat,lon,name,stop_point_type
StopPoint:node:7472717780,10.1161094,76.49608599999999,,Platform
StopPoint:node:7472799221,10.033268099999999,76.32524939999999,Pipeline,Platform
StopPoint:node:7473941856,9.7243955,76.3180907,,Platform
StopPoint:node:7474155911,10.1674359,76.43649529999999,,Platform
StopPoint:node:7474632252,9.9854652,76.3520344,Shappum Padi,Platform
StopPoint:node:7475542066,10.033507,76.4328867,alinchuvadu bus stop (location on road),Unknown
StopPoint:node:7475612939,9.9652534,76.34028649999999,,Platform
StopPoint:node:7475628632,9.8943006,76.2960332,Kerala State Road Transport Cooperation Bus Stop,Platform
StopPoint:node:7475629998,9.983908399999999,76.33019639999999,kozhivettomvely,Platform
StopPoint:node:7475635171,9.984032599999999,76.3302385,,Platform
StopPoint:node:7475665490,9.8949094,76.2962151,Edakochi Private Bus Stand,StopPosition
StopPoint:node:7481820390,10.196691399999999,76.25168889999999,,Platform
StopPoint:node:7482029718,10.1422197,76.3091918,,Unknown
StopPoint:node:7482407130,9.9855643,76.4284535,Vadavucode Bus Stop,Platform
StopPoint:node:7482407516,9.9712008,76.4268586,Kavumthazham Bus Stop,Platform
StopPoint:node:7484079347,10.1630262,76.4348134,,Platform
StopPoint:node:7484554598,10.1950338,76.26731629999999,,Platform
StopPoint:node:7485838122,10.0374354,76.4106832,Kizhakkambalam Market,Platform
StopPoint:node:7486387302,10.189404999999999,76.3237051,parakkadavu bus stop,Unknown
StopPoint:node:7486498537,9.923325,76.3988983,,Platform
StopPoint:node:7489020806,10.1635952,76.4056164,DYFI waiting shed,Platform
StopPoint:node:7489223443,10.163981699999999,76.40257969999999,nss bus stop,Platform
StopPoint:node:7489965846,10.039209699999999,76.4048578,Twenty 20 Nagar,Platform
StopPoint:node:7490855556,10.1728201,76.45398089999999,"Radio Kavala,Mekalady",Platform
StopPoint:node:7492238746,10.062036299999999,76.3953064,Wire Ropes,Platform
StopPoint:node:7494989397,9.7366984,76.31823279999999,BUS STOP,Platform
StopPoint:node:7496688161,10.0889147,76.3885389,Rajagiri Hospital,Platform
StopPoint:node:7498634946,9.8520918,76.38509499999999,,Platform
StopPoint:node:7500481958,9.9450161,76.2579155,,Platform
StopPoint:node:7500983389,10.0226101,76.3067098,edappally church,Platform
StopPoint:node:7500983390,10.0206912,76.3058368,edappally,Platform
StopPoint:node:7503210040,10.054725999999999,76.32188889999999,,Platform
StopPoint:node:7505440803,10.0209156,76.3350043,NGO Quarters Bus Stop,Platform
StopPoint:node:7505440821,10.0181395,76.3459129,kakkanad bus stop,Platform
StopPoint:node:7505816723,10.1779539,76.4597136,Kottamam,Platform
StopPoint:node:7506974638,10.0636633,76.2772205,Lourdh Matha Bus Stop,Platform
StopPoint:node:7508378939,9.8460275,76.4874148,valappil paalam,Platform
StopPoint:node:7509855503,9.8452538,76.48769109999999,,Platform
StopPoint:node:7517795112,10.155801799999999,76.3309526,palaprassery bus stop,Unknown
StopPoint:node:7518953939,10.153467899999999,76.3398788,Manjaly Athani Bus Stop,Platform
StopPoint:node:7518953970,10.153445699999999,76.3407191,Chengamanad Mala Kanakkankadavu Bus Stop,Platform
StopPoint:node:7519008680,10.1535929,76.3405614,Chengamanad Aluva Angamaly Stop,Platform
StopPoint:node:7523076311,10.0338792,76.2940285,Amrita Institute of Medical Science-Kerala State Road Transport Corporation Bus Shelter,Platform
StopPoint:node:7528686109,10.1675519,76.3549208,karakkattukkunnu aluva manjaly busstop,Unknown
StopPoint:node:7735573723,10.1775127,76.31135359999999,Kochukadavu,Platform
StopPoint:node:7751500404,10.1769486,76.30663129999999,Ayroor school,Platform
StopPoint:node:7756984451,10.1783735,76.3246541,,Platform
StopPoint:node:7813571576,9.9327084,76.3749345,Kottayathupara Bus Stop,Platform
StopPoint:node:7817815902,9.8486847,76.40784409999999,,Platform
StopPoint:node:7817815903,9.8497643,76.4070634,,Platform
StopPoint:node:7817815904,9.8532484,76.4023684,,Platform
StopPoint:node:7817815905,9.853684,76.4018893,,Platform
StopPoint:node:7817815906,9.8517479,76.38541459999999,,Platform
StopPoint:node:7817815907,9.8520185,76.3852486,,Platform
StopPoint:node:7820657673,9.9360734,76.3752794,Kadungamangalam Bus Stop,Platform
StopPoint:node:7820703156,9.932778599999999,76.37936619999999,Colonypady Bus Stop,Platform
StopPoint:node:7820807165,9.9269116,76.373842,Kureekkad Bus Stop,Platform
StopPoint:node:7883924232,9.9510771,76.3310717,Pettah,StopPosition
StopPoint:node:7883924234,9.951105499999999,76.3311603,Pettah,StopPosition
StopPoint:node:7903258849,9.9167235,76.316943,,Platform
StopPoint:node:7903298808,9.8776348,76.3039299,,Platform
StopPoint:node:7903319804,9.922793799999999,76.3173175,,Platform
StopPoint:node:7907903043,9.778713699999999,76.39514,Pithrukunnam Bus stop,Platform
StopPoint:node:7907903053,9.781585999999999,76.3950797,Nanadom,Platform
StopPoint:node:7907903054,9.7869087,76.3948825,Itthippuzha,Platform
StopPoint:node:7914264770,9.9160144,76.3172045,VPS Lakeshore Bus Stop,Platform
StopPoint:node:7921767699,10.130275,76.3454936,Kunnumpuram Bus Stop,Platform
StopPoint:node:7921952826,10.129783699999999,76.3518091,Desom Bus Stop,Platform
StopPoint:node:7922055453,10.1309715,76.35228049999999,Desom Bus Stop,Platform
StopPoint:node:7923747352,10.187419499999999,76.2454655,,Platform
StopPoint:node:7925449630,10.156312999999999,76.4461278,Pallipady,Platform
StopPoint:node:7925491825,10.1596274,76.4427907,Thannipuzha Bus Stop,Platform
StopPoint:node:7925498377,10.1544001,76.44832269999999,Nambilly,Platform
StopPoint:node:7925511769,10.1633604,76.4481187,Union Kavala,Platform
StopPoint:node:7925858657,9.863622699999999,76.3989938,Old Panchayath Bus Stop,Platform
StopPoint:node:7931242393,9.8540286,76.4019801,Kanjiramattom Bus Stop,Platform
StopPoint:node:7931242515,9.855748,76.4016817,,Platform
StopPoint:node:8024451818,10.0549435,76.3217703,,Platform
StopPoint:node:8025440498,10.0482964,76.3185735,CUSAT Signal Bus Stop,Platform
StopPoint:node:8041256775,9.782162699999999,76.3469131,,Platform
StopPoint:node:8041360788,9.77431,76.3408738,,Platform
StopPoint:node:8049147261,9.8186202,76.3507954,,Unknown
StopPoint:way:273211658,10.1492312,76.23163029999999,Paravur private bus stand,Platform
StopPoint:way:362823775,10.1505353,76.2681444,Manjaly,Unknown
StopPoint:way:483021729,9.967632499999999,76.2918265,"Platform 4,5",Platform
StopPoint:way:483021730,9.9676536,76.2916415,"Platform 2,3",Platform
StopPoint:way:483021732,9.9673584,76.29150729999999,Platform 1,Platform
StopPoint:way:483021733,9.9667102,76.2920558,,Platform
StopPoint:way:486713334,10.150627799999999,76.21837649999999,St. Aloysious,Unknown
StopPoint:way:619511552,10.113760599999999,76.46451549999999,Palakkatuthazham Private Bus Stop,Platform
StopPoint:way:699375841,10.195945,76.3858676,,Platform
StopPoint:way:756930420,9.9959071,76.2853231,,Platform
StopPoint:way:798770267,10.0531168,76.3521647,,Platform
StopPoint:way:798830404,9.8107694,76.3527435,Kunjaram Girijan Colony Road,Platform
StopPoint:way:799179580,10.164595,76.43991849999999,,Platform
StopPoint:way:800408912,9.979622299999999,76.4726779,,Platform
StopPoint:way:801353542,9.9899893,76.40121959999999,,Platform
StopPoint:way:804574934,9.8065409,76.3532069,,Platform
StopPoint:way:804822738,9.9783327,76.28856999999999,,Platform
StopPoint:way:849489488,10.0517266,76.3344395,Toshiba Bus stop,Platform
StopPoint:way:853005083,10.0644104,76.3279144,,Platform
StopPoint:way:860990850,10.1978755,76.2057916,kottappuram boat jetty,Platform
StopPoint:way:861092053,10.197648299999999,76.2062353,,Platform
